movie_id,title,year,directors,actors,genres
107,moll flanders,1996,Pen Densham,Robin Wright Morgan Freeman Stockard Channing John Lynch Brenda Fricker Geraldine James Aisling Corcoran Jim Sheridan Jeremy Brett Britta Smith Cathy Murphy Emma McIvor Maria Doyle Kennedy Ger Ryan Harry Towb Alan Stanford Eileen McCloskey Nicola Teehan Chris Curran Rynagh O'Grady Maria Hayden Janet Moran Kieran Hurley Mary McEvoy Brendan Conroy Rita Hamill Birdy Sweeney Brendan Cauldwell Mal Whyte Barry Barnes Paul Hickey Tom Jordan Charlotte Bradley Brian de Salvo Brian Munn Gina Moxley Jonathan Ryan Pat Leavy Stanley Townsend Tom Lawlor Gerry Walsh Joe Savino Gary Whelan Helene Montague Eileen Reid Brendan Dempsey Ardal O'Hanlon Conor Lovett Teacel Hines Des Braiden Elizabeth McKnight E'dena Hines Audrey Tom Carole Jahme Courtney King Magael MacLaughlin Karen Fowler Katie Highfield Tim Jefferis Simon Paris Kathrina Shine,Drama Romance
108,kids in the hall brain candy,1996,Kelly Makin,Dave Foley Bruce McCulloch Kevin McDonald Mark McKinney Scott Thompson Kathryn Greenwood Amy Smith Lachlan Murdoch Nicole de Boer Krista Bridges Christopher Redman Erica Fairfield Jackie Harris Greenberg Jonathan Wilson Tony Ning Jason Barr Jack Jessop Sharon Dyer Diane Flacks Barbara Lynn Redpath Jason D'Addario Carrie Betker Elijah Brown Trenton Howe Pat Patterson Kay Hawtrey Luciano Casimiri Janeane Garofalo Adam Greydon Reid Larry Mannell Donald Tripe Kirsten Johnson Lindsay Leese Andy Jones Thom Bell Eric Tunney Ann Holloway Amanda Payton Stewart Sherry Hilliard Jenni Soosar Ingrid Hart Jared Wall Paul Bellini Derek Aasland Shaun Bowring Amanda Campbell Brian Christopher Frank Crudele John Dixon Kenny Fong Suanne Hastings Jordan-Patrick Marcantonio Daryl Purdy Lisa Wegner David Wince Christopher Cordell Brendan Fraser Michal Page Bruce Philp,Comedy
109,mystery science theater 3000 the movie,1996,Jim Mallon,Trace Beaulieu Michael J. Nelson Jim Mallon Kevin Murphy John Brady Faith Domergue Lance Fuller Russell Johnson Robert Nichols Regis Parton Rex Reason,Comedy Sci-Fi
110,operation dumbo drop,1995,Simon Wincer,Danny Glover Ray Liotta Denis Leary Doug E. Doug Corin Nemec Dinh Thien Le Tchéky Karyo Hoang Ly Vo Trung Anh Marshall Bell James Hong Long Nguyen Tim Kelleher Scott N. Stevens Kevin LaRosa Christopher Ward Robert Kevin Miller Ming-Yang Li Le Minh Tien Mac Van Nam Ton Nguyen That Somsak Hormsombat Lionel Douglass Tien Nguyen Van Doi Chettawat Kanboon Chern Dao Van Steve Countouriotis Mark S. Bryant Jared Chandler Nick Satriano Hing Hang Quang Thanh Nguyen Wichien Nguyen Thi Mika Tan Raymond Cruz Tai,Action Adventure Comedy Drama Family War
111,truth about cats  dogs the,1996,Michael Lehmann,Uma Thurman Janeane Garofalo Ben Chaplin Jamie Foxx James McCaffrey Richard Coca Stanley DeSantis Antoinette Valente Mitch Rouse La Tanya M. Fisher Faryn Einhorn David Cross Mary Lynn Rajskub Bob Odenkirk Dechen Thurman Victoria Edwards Lisa Marie Russell Robert Brinkmann Josiah Polhemus Nigel Gibbs David Phelps Linda Porter Michael Burke Vanessa J. Wells Hank the Dog Bonnie Bianco Monique Parent Lenny Wilson,Comedy Romance
112,flipper,1996,Alan Shapiro,Elijah Wood Paul Hogan Jonathan Banks Robert Deacon Ann Carey Mark Casella Luke Halpin Bill Kelley Chelsea Field Jason Fuchs Lindsay Treco Jessica Wesson Mal Jones Louis Seeger Crume Bill Nolan Isaac Hayes Mary Jo Faraci Allison Bertolino Kourtney Brown Danielle Mulholland Bryon Williams,Adventure Family
113,horseman on the roof the hussard sur le toit le,1995,Jean-Paul Rappeneau,Juliette Binoche Olivier Martinez Pierre Arditi François Cluzet Jean Yanne Claudio Amendola Isabelle Carré Carlo Cecchi Christiane Cohendy Jacques Sereys Nathalie Krebs Laura Marinoni Elisabeth Margoni Yolande Moreau Christophe Odent Hervé Pierre Daniel Russo Richard Sammel Jean-Marie Winling Paul Freeman Michèle Addala Marie Albe Alice Aniel Alain Aparis Alain Bauguil Gérard Bayle Michel Bellier Beatrice Bertrand Françoise Blanc Stéphane Boucher Denise Boulet Didier Bourguignon Jacques Brun Brigitte Canaan Jocelyne Carmichael Dany Castaing Joëlle Cattino Viviane Cayol Bruno Cécillon Paul Chevillard Michel Cordes Isabelle Dangerfield Norbert Daverio Christian David Eric Debrosse Gérard Dubouche Jean-Claude Dumas Nadine Dumonceau René-André Fernández Jean-Michel Fête Yvonne Gamy Viviane Garcia Christian Garde Philippe Gleyze Philippe Guégan Azur Guillier Florence Hautier Michel Hulot Jean-Paul Journot Gérard Lacombe Antonin Lebas-Joly Christophe Le Masne Tony Lemiere Bernard Liger Suzy Lorraine Robert Lucibello Claire Massabo Virginie Matheron Patrick Médioni Claude Mismaque Carlos Moreno Georges Neri Alexis Nitzer Dominique Noé Jean-François Pages Henriette Palazzi Christine Paolini Jacques Pater Serge Pauthe Christophe Pierrot Anne-Marie Ponsot Yves Pujol Jacob Reymond Julien Rivière Lionel Robert Pascal Rozand Frédérique Ruchaud Norbert Sammut Désirée Saorin Joëlle Sevilla Jean-Pierre de Tugny Celita Villar Roselyne Vuillaume Fany Watier Alain Zaepffel Michel Carliez Laurence Cormerais Gérard Depardieu Jacques Weber,Adventure Drama Romance War
114,wallace  gromit the best of aardman animation,1996,Don DuPree,Roger Ebert Gene Siskel,Talk-Show
115,haunted world of edward d wood jr the,1995,Brett Thompson,Maila Nurmi Dolores Fuller Paul Marco Conrad Brooks Loretta King Lynn Lemon Bela Lugosi Bela Lugosi Jr. Norma McCarty Michael McCarthy Mona McKinnon Joseph F. Robertson Lyle Talbot Harry Thomas Crawford John Thomas Gregory Walcott David Ward Edward D. Wood Jr. Kent Adamson Tomi Griffin Ann Robinson,Documentary Biography
116,cold comfort farm,1995,John Schlesinger,Eileen Atkins Kate Beckinsale Sheila Burrell Stephen Fry Freddie Jones Joanna Lumley Ian McKellen Miriam Margolyes Rufus Sewell Ivan Kaye Jeremy Peters Maria Miles Christopher Bowen Louise Rea Sophie Revell Rupert Penry-Jones Angela Thorne Tim Myers Harry Ditson Trevor Baxter Frederick Jaeger Pat Keen Robert James William Scott-Masson Sussanah Morley Richard Bebb William Osborne Basil Hoskins Allison Roberts Ninka Scott Myfanwy Hill Sidonie Roberts,Comedy Romance
117,rock the,1996,Michael Bay,Sean Connery Nicolas Cage Ed Harris John Spencer David Morse William Forsythe Michael Biehn Vanessa Marcil John C. McGinley Gregory Sporleder Tony Todd Bokeem Woodbine Jim Maniaci Greg Collins Brendan Kelly Steve Harris Danny Nucci Claire Forlani Celeste Weaver Todd Louiso David Bowe Raquel Krelle Dennis Chalker Marshall R. Teague Duffy Gaver Steve Decker Joseph Hawes Mike Mahrer Carlos Sandoval Rick Toms Billy Devlin Jack Yates Juan A. Riojas Joseph Patrick Kelly Ingo Neuhaus John Laughlin Harry Humphries Howard Platt Willie Garson John Nathan Robert M. Anselmo Jack Ford Thomas J. Hageboeck Dwight Hicks Ralph Peduto Anthony Clark Andy Ryan Hans Georg Struhar Robert C. Besgrove Sean Skelton Raymond O'Connor Jane Sanguinetti Luenell John W. Love Jr. Sam Whipple Tom Towles Ronald Simmons Robert Ben Rajab Leonard McMahan Anthony Guidera Jim Caviezel John Enos III Ken Kells Fred Salvallon Buck Kartalian Stanley Anderson Xander Berkeley Richard Conti Raymond Cruz Leah Diamond II Ric Drasin David Marshall Grant Matt Gulbranson Philip Baker Hall Michael Rose Pat Skipper Anthony Snow Theodore Carl Soderberg Jeronimo Spinx Ezra J. Stanley Erick Vinther Kevin Weisman Stuart Wilson,Action Adventure Thriller
118,twister,1996,Jan de Bont,Helen Hunt Bill Paxton Cary Elwes Jami Gertz Philip Seymour Hoffman Lois Smith Alan Ruck Sean Whalen Scott Thomson Todd Field Joey Slotnick Wendle Josepher Jeremy Davies Zach Grenier Gregory Sporleder Patrick Fischler Nicholas Sadler Ben Weber Anthony Rapp Erik LaRay Harvey Abraham Benrubi Jake Busey Melanie Hoopes J. Dean Lindsay Dan Kelpine Sharonlyn Morrow Richard Lineback Rusty Schwimmer Alexa PenaVega Taylor Gilbert Bruce Wright Gary England Jeff Lazalier Rick Mitchell John Thomas Rhyne Paul Douglas Samantha McDonald Jennifer L. Hamilton Anneke de Bont Thomas E. Bentley Darryl Cox Mark Falvo Ben Jackson David Dillinger Jefferis Brad Masters April Warren,Action Adventure Thriller
119,maya lin a strong clear vision,1994,Freida Lee Mock,Maya Lin,Documentary Biography
120,striptease,1996,Andrew Bergman,Demi Moore Burt Reynolds Armand Assante Ving Rhames Robert Patrick Paul Guilfoyle Jerry Grayson Rumer Willis Robert Stanton William Hill Stuart Pankin Dina Spybey-Waters PaSean Wilson Pandora Peaks Barbara Alyn Woods Kimberly Flynn Rena Riffel Siobhan Fallon Hogan Gary Basaraba Matt Baron Gianni Russo José Zúñiga Anthony Jones Eduardo Yáñez Antoni Corone Frances Fisher Teddy Bergman Louis Seeger Crume Aymee Garcia Deborah Magdalena Keone Young Brad Grunberg Anthony Giaimo Jerry Pacific Anna Lobell Diane Adams Chad Ayers April Sharpe Maria Genero Keith Blaney Marc Chaykin Edward Goldstein Christi Bauerle Yoshi Obata Tony Toyoda Scott Oughterson Darreck Crane Ted Niarhos Jr. Marco Assante Christopher Carrington Orlando Delbert Daphne Duplaix Edge Edward B. Goldstein Paul Anthony Reynolds Claudio Sad Tammi Sutton Rene Teboe Steve Warren Carl White,Comedy Crime Drama Thriller
121,independence day id4,1996,Roland Emmerich,Will Smith Bill Pullman Jeff Goldblum Mary McDonnell Judd Hirsch Robert Loggia Randy Quaid Margaret Colin James Rebhorn Harvey Fierstein Adam Baldwin Brent Spiner James Duval Vivica A. Fox Lisa Jakub Ross Bagley Mae Whitman Bill Smitrovich Kiersten Warren Harry Connick Jr. Giuseppe Andrews John Storey Frank Novak Devon Gummersall Leland Orser Mirron E. Willis Ross Lacy David Pressman Vivian Palermo Raphael Sbarge Bobby Hosea Dan Lauria Steve Giannelli Eric Paskel Carlos Lacamara John Bennett Perry Troy Willis Tim Kelleher Wayne Wilderson Jay Acovone James Wong Thom Barry Jana Marie Hupp Matt Pashkow Robert Pine Marisa Johnston Michael Winther Dexter Warren Paul LeClair Michael Vacca David Channell John Capodice Greg Collins Derek Webster Mark Fite Eric Neal Newman Levani Kristof Konrad Kevin Sifuentes Elston Ridgle Randy Oglesby Jack Moore Barry Del Sherman Lyman Ward Anthony Crivello Richard Speight Jr. Barbara Beck Joe Fowler Andrew Warne Sharon Tay Peter J. Lucas Yelena Danova Johnny Kim Vanessa J. Wells Jessika Cardinahl Gary W. Cruz Ron Pitts Wendy L. Walsh Christine Devine Mark Thompson Ernie Anastos Kevin Cooney Rance Howard Nelson Mashita Jeff Phillips Sayed Badreya Adam Tomei John Bradley Kimberly Beck Thomas F. Duffy Andrew Keegan Jon Shear Jim Piddock Frederic W. Barnes Eleanor Clift Jerry Dunphy Jack Germond Morton Kondracke John McLaughlin Barry Nolan George Putnam Eric Michael Zee Pat Skipper Carlos Lara Mike Monteleone Lee Strauss Lisa Star Malcolm Danare Arthur Brooks Michael Moertl James J. Joyce Joyce Cohen Julie Moran Robin Groth Richard Pachorek Dakota Gary A. Hecker Frank Welker Jonathan Adler Janette Andrade T.D. Antoine Kevin Ash Erick Avari Pam Blackwell Greg Bronson Kadrolsha Ona Carole Roy Milton Davis Dean Devlin Daren Dochterman Volker Engel Bob Friend Jake Garber Jeffrey Gold Michael Haddad Bart Hamatake Andre Harper Lincoln D. Hiatt Jay Hopkins Jonathan Khan Jalil Jay Lynch Darin Mangan Joe Martinez Scott McKinley Karolyna Medina Ralph Moratz Bryan Moss Roy Newton Gary Pike Darla Rae Nectar Rose Vincent Schiavelli Bonnie Silco Tadao Tomomatsu Antonino Garcia Tony Michael A. Valenzano Tracey Walter James With James Woodson Anne Zogby,Action Adventure Sci-Fi
122,cable guy the,1996,Ben Stiller,Jim Carrey Matthew Broderick Leslie Mann Jack Black George Segal Diane Baker Ben Stiller Eric Roberts Janeane Garofalo Andy Dick Harry O'Reilly David Cross Amy Stiller Owen Wilson Keith Gibbs Tommy Hinkley Shawn Michael Howard Jeff Kahn Suli McCullough Jeff Michalski Joel Murray Andrew Shaifer Cameron Starman Kathy Griffin Greg Hopla John Ferdinand Misa Koprova Paul Greco Aki Aleong Dona Hardy Lloyd Kino Sara Lowell Cynthia Mason Michael Rivkin Harper Roisman Sandra Thigpen Sean Whalen Marty Zagon Cynthia LaMontagne James O'Connell Douglas Robert Jackson Charles Napier Christopher Michael Charles Robinson John F. O'Donohue Lydell M. Cheshier Jason Larimore Ahmad Reese Emilio Rivera Bob Odenkirk Julie Hayden Annabelle Gurwitch Blake Boyd Liza D'Agostino Tabitha Soren Rikki Klieman Robert Simels Leonard O. Turner Carlo Allen Conrad Janis Thomas Scott Steven Scott Christine Devine Mark Thompson Wendy L. Walsh Marion Dugan Kyle Gass David Bowe Robert 'Bobby Z' Zajonc Jeremy Applegate Barbara Babbin Bill Clinton Adam Consolo Hal Dion Shann Johnson Alex D. Linz Robert Lyon Rasner Raydeen Revilla,Comedy Drama Thriller
123,frighteners the,1996,Peter Jackson,Michael J. Fox Trini Alvarado Peter Dobson John Astin Jeffrey Combs Dee Wallace Jake Busey Chi McBride Jim Fyfe Troy Evans Julianna McCarthy R. Lee Ermey Elizabeth Hawthorne Angela Bloomfield Desmond Kelly Jonathan Blick Todd Rippon John Sumner Michael Robinson Jim McLarty Anthony Ray Parker Paul Yates Melanie Lynskey John Leigh Nicola Cliff Ken Blackburn Stuart Devenie Genevieve Westcott K.C. Kelly Leslie Wing Leslie Klein Frank Edwards Alan O'Leary Danny Lineham Charlie McClellan William Pomeroy George Port Billy Jackson Sophie Watkins Taea Hartwell Max Grover George Grover Tony Hopkins Lewis Martin Clay Nelson Matthew Chamberlain Vivienne Kaplan Liz Mullane Grant Aldridge Michael Elsworth Peter Jackson Rhys Jordan Isaac Lucas Grant Major Bryce McCawe Nicolas Pegg April Phillips Jeff Slaven,Comedy Fantasy Horror
124,lone star,1996,John Sayles,Stephen Mendillo Stephen J. Lang Chris Cooper Elizabeth Peña Oni Faida Lampley Eleese Lester Joe Stevens Gonzalo Castillo Richard Coca Clifton James Tony Frank Miriam Colon Kris Kristofferson Jeff Monahan Matthew McConaughey Joe Morton LaTanya Richardson Jackson Eddie Robinson Ron Canada Chandra Wilson Damon Guy Dee Macaluso Luis Cobo Marco Perella Don Phillips Jr. Mary Jane R. Hernandez Jesse Borrego Carina Martinez Tony Plana Richard Andrew Jones Beatrice Winde Gabriel Casseus Randy Stripling Richard Reyes Olga Luna Juan Vega III Lizzie Curry Martinez Leo Burmester Carmen De Lavallade Vanessa Martinez Tay Strathairn Sam Vlahos Maricela Gonzalez Tony Amendola Gilbert R. Cuellar Jr. James Borrego Gordon Tootoosis Lisa Suarez Jesus Ramirez Frances McDormand John Griesemer Eduardo Martínez Azalea Mendez Bill Farmer Murray Mead,Drama Mystery
125,phenomenon,1996,Jon Turteltaub,John Travolta Kyra Sedgwick Forest Whitaker Robert Duvall Jeffrey DeMunn Richard Kiley David Gallagher Ashley Buccille Tony Genaro Sean O'Bryan Michael Milhoan Troy Evans Bruce A. Young Vyto Ruginis Brent Spiner Elisabeth Nunziato Ellen Geer James Keane Susan Merson James Anthony Cotton Justin DiPego Mark Soper Daniel Zacapa Cab Covay Tony A. Mattos Mark Valim Carl D. Parker Beth Kennedy Tom Fridley Richard Gross Jack Chouchanian Michael Forner Sage Callaway Jewel Benedict Betsy Berryhill Mariann V. Carothers Claudia Crespin Joseph A. Nicosia Dan Partain Isaac Reiswig Charlie Joseph Amey Mike Justice Justise R. Lasley Noah Michael Levine Anni Long Scott Mullin Will Prater Anthony Snow Theodore Carl Soderberg Sandy Stoltz Eric Tignini Erick Vinther Derek Zemrak,Drama Fantasy Romance Sci-Fi
126,spitfire grill the,1996,Lee David Zlotoff,Alison Elliott Ellen Burstyn Marcia Gay Harden Will Patton Kieran Mulroney Gailard Sartain John M. Jackson Louise De Cormier Ida Griesemer Lincoln Grow Emerson Grow Sam Lloyd Sr. Lisa Louise Langford Forrest Murray Patty Smith Faith Catlin Janet St. Onge Jim Hogue Stacy Becker Cliff Levering Dennis Mientka Stuart Jackson Monica Callan Richard Addis Patti Tippo Ed Cook Linda Cook Malcolm Groome Harry Johnson Gracie Moore Calvin Longe R.W. Martin,Drama
127,godfather the,1972,Francis Ford Coppola,Marlon Brando Al Pacino James Caan Richard S. Castellano Robert Duvall Sterling Hayden John Marley Richard Conte Al Lettieri Diane Keaton Abe Vigoda Talia Shire Gianni Russo John Cazale Rudy Bond Al Martino Morgana King Lenny Montana John Martino Salvatore Corsitto Richard Bright Alex Rocco Tony Giorgio Vito Scotti Tere Livrano Victor Rendina Jeannie Linero Julie Gregg Ardell Sheridan Simonetta Stefanelli Angelo Infanti Corrado Gaipa Franco Citti Saro Urzì Chris Anastasio Norm Bacchiocchi Max Brandt Tybee Brascia Carmine Coppola Gian-Carlo Coppola Italia Coppola Roman Coppola Sofia Coppola Don Costello Robert Dahdah Richard Fass Gray Frederickson Ron Gilbert Anthony Gounaris Joe Lo Grippo Sonny Grosso Louis Guss Merril E. Joels Randy Jurgensen Tony King Paul Lambert Peter Lemongello Tony Lip Lou Martini Jr. Raymond Martino Joseph Medaglia Carol Morley Rick Petrucelli Joe Petrullo Burt Richards Sal Richards Chuck Riley Tom Rosqui Giacomo Rossi Stuart Nino Ruggeri Frank Sivero Filomena Spagnuolo Joe Spinell Gabriele Torrei Nick Vallelonga Ed Vantura Ron Veto Matthew Vlahakis Conrad Yama,Crime Drama
128,supercop,1992,Stanley Tong,Jackie Chan Michelle Yeoh Maggie Cheung Kenneth Tsang Wah Yuen Bill Tung Josephine Koo Kelvin Wong Philip Chan Ken Lo Lieh Lo Wai Shum Yi-Sheng Han Sze Tsuen Wai Wai-Lun Tuan Wong Yue Man Chi-Ming Lau Wai-Man Tam Stone Chan Kin-Shing Choi Burt Kwouk Mars Kim Penn Noel Rands Robert Samuels Burton Sharp John Wakefield Ming-Sing Wong,Action Comedy Crime Thriller
129,bound,1996,Lana Wachowski Lilly Wachowski,Jennifer Tilly Gina Gershon Joe Pantoliano John P. Ryan Christopher Meloni Richard C. Sarafian Mary Mara Susie Bright Margaret Smith Barry Kivel Peter Spellos Ivan Kane Kevin Michael Richardson Gene Borkan,Crime Romance Thriller
130,kansas city,1996,Robert Altman,Jennifer Jason Leigh Miranda Richardson Harry Belafonte Michael Murphy Dermot Mulroney Steve Buscemi Brooke Smith Jane Adams Jeff Feringa A.C. Tony Smith Martin Martin Albert J. Burnes Ajia Mignon Johnson Tim Snay Tawanna Benbow Cal Pritner Jerry Fornelli Michael Ornstein Michael Garozzo Joe Digirolamo John Durbin Gina Belafonte Nancy Marcy Buck Baker Dorothy Kemp-Clark Edward Pennington Robert Elliott Marlon Hoffman Patrick Oldani Philip Trovato James Carter Craig Handy David Murray Joshua Redman Jesse Davis David 'Fathead' Newman Jr. Don Byron Olu Dara Nicholas Payton James Zollar Curtis Fowlkes Clark Gayton Victor Lewis Geri Allen Cyrus Chestnut Ron Carter Tyrone Clark Christian McBride Russell Malone Mark Whitfield Kevin Mahogany Paul Anselmo Glenn Bartlett Michael Chiles Cameron DeVictor Ron Licari David McKay Gerald McWilliams John Pritchett Andrew Patrick Ralston Jason Ray Tim Wrobel,Crime Drama Music Thriller
131,breakfast at tiffanys,1961,Blake Edwards,Audrey Hepburn George Peppard Patricia Neal Buddy Ebsen Martin Balsam José Luis de Vilallonga John McGiver Dorothy Whitney Stanley Adams Elvia Allman Alan Reed Beverly Powers Claude Stroud Orangey Mickey Rooney Don Anderson Al Avalon Janet Banzet Henry Barnard Henry Beckman Arthur Berkeley Nicky Blair Mel Blanc Willie Bloom Bill Bradley Thayer Burton Florine Carlan Sue Casey Roydon Clark Marian Collier Christine Corbin Dick Crockett Tom Curtis Tommy Farrell James Field George Fields Joseph Glick Joe Gray Joseph J. Greene Sam Harris Pete Kellett Barbara Kelley Kip King Frank Kreig Gil Lamb Hanna Landy James Lanphier Mary LeBow Paul Lees Leatrice Leigh Mel Leonard Leota Lorraine Mike Mahoney Frank Marth Fay McKenzie William Meader Joyce Meadows Jim Michael Harold Miller Hollis Morrison Kate Murtagh Bill Neff Miriam Nelson Chuck Niles Peggy Patten Robert Patten John Perri Michael Quinlivan William Benegal Rau Tony Regan Joe Scott Charles Sherlock Annabella Soong Helen Spring Joan Staley Nino Tempo Towyna Thomas Danny Truppi Glen Vernon Linda Wong Wilson Wood Richard Wyler Michael Zaslow,Comedy Drama Romance
132,wizard of oz the,1939,Victor Fleming George Cukor Mervyn LeRoy Norman Taurog Richard Thorpe King Vidor,Judy Garland Frank Morgan Ray Bolger Bert Lahr Jack Haley Billie Burke Margaret Hamilton Charley Grapewin Pat Walshe Clara Blandick Terry The Singer Midgets Franz Balluck Josefine Balluck Dorothy Barrett Amelia Batchelor Charles Becker Freda Betsky Billy Bletcher Lorraine Bridges Buster Brodie Tyler Brooke Betty Ann Bruno Christine Buresh Eddie Buresh Lida Buresh Betty Ann Cain Candy Candido Mickey Carroll Adriana Caselotti Harry Cogg Pinto Colvig Nona Cooper Tommy Cottonaro Lewis Croft Jimmy the Crow Frank Cucksey Billy Curtis Ken Darby Sid Dawson Ethel W. Denis Prince Denis Abe Dinovitch Jon Dodson Gracie Doll Tiny Doll Ardith Dondanville Ruth Duccini Daisy Earles Harry Earles Buddy Ebsen Fern Formica Sig Frohlich Jackie Gerlich Phil Harron Joseph Herbst Shep Houghton James R. Hulse Charles Irwin Lois January Eleanor Keaton Joan Kenmore The King's Men Karl 'Karchy' Kosiczky Dolly Kramer Emil Kranzler Nita Krebs Jeane La Barbera Rae-Nell Laskey Johnny Leal Valerie Lee Ethelreda Leopold Mitchell Lewis Bud Linn Jerry Maren Dona Massin Elaine Merk George Ministeri Priscilla Montgomery Harry Monty Yvonne Moray Lee Murray Olga Nardone George Noisom William H. O'Docharty Nicholas Page Jack Paul Margaret Pellegrini Meinhardt Raabe Hazel Resmondo Freddie Retter 'Little Billy' Rhodes The Rhythmettes Elvida Rizzo Rad Robinson Paul Rodriguez Angelo Rossitto Ambrose Schindler Helen Seamon Rolfe Sedan Garland Slatten Oliver Smith Ruth Smith Katharine Snell Robert St. Angelo Parnell St. Aubin Alta Stevens Elizabeth Stevens Ralph Sudam August Clarence Swenson Betty Tanner Gus Wayne Victor Wetter Harry Wilson Johnny Winters Marie Winters Gladys V. Wolff Murray Wood,Adventure Family Fantasy Musical
133,gone with the wind,1939,Victor Fleming George Cukor Sam Wood,Thomas Mitchell Barbara O'Neil Vivien Leigh Evelyn Keyes Ann Rutherford George Reeves Fred Crane Hattie McDaniel Oscar Polk Butterfly McQueen Victor Jory Everett Brown Howard Hickman Alicia Rhett Leslie Howard Olivia de Havilland Rand Brooks Carroll Nye Clark Gable Laura Hope Crews Eddie 'Rochester' Anderson Harry Davenport Leona Roberts Jane Darwell Ona Munson Paul Hurst Isabel Jewell Cammie King Conlon Eric Linden J.M. Kerrigan Ward Bond Jackie Moran Cliff Edwards Lillian Kemble-Cooper Yakima Canutt Marcella Martin Louis Jean Heydt Mickey Kuhn Olin Howland Irving Bacon Robert Elliott William Bakewell Mary Anderson John Albright Eric Alden John Arledge Roscoe Ates Trevor Bardette Dorothy Barrett Janet Barrett Lennie Bluett Ralph Brooks Morgan Brown Daisy Bufford Ann Bupp James Bush Ruth Byers Gary Carlson Horace B. Carpenter Louise Carter Shirley Chambers Eddy Chandler Silver Chief Wallis Clark Richard Clucas Frank Coghlan Jr. Billy Cook Jim Corey Gino Corrado Martina Cortina Luke Cosgrave Kernan Cripps Patrick Curtis Russell Custer Yola d'Avril Ned Davenport Marvin Davis Dolores Dean Dawn Dodd Lester Dorr Phyllis Douglas Joan Drake F. Driver Edythe Elliott Susan Falligant Richard Farnsworth Frank Faylen Geraldine Fissette Kelly Griffin George Hackathorne Chuck Hamilton Evelyn Harding Lucille Harding Inez Hatchett Jean Heker Ricky Holt Shep Houghton Peaches Jackson Claire James Jerry James Si Jenks Tommy Kelly Emmett King W. Kirby Timothy J. Lonergan Robert Locke Lorraine Barbara Lynn Margaret Mann Caren Marsh William McClain Leona McDowell George Meeker Charles Middleton Lola Milliorn Hans Moebus Alberto Morin Adrian Morris Lee Murray H. Nellman David Newell Jeanette Noeson Naomi Pharr Lee Phelps Spencer Quinn Jolane Reynolds Marjorie Reynolds Suzanne Ridgway Louisa Robert Azarene Rogers Scott Seaton Tom Seidel Terry Shero William Stack William Stelling Harry Strang Dirk Wayne Summers Stephanie Toler Emerson Treacy Phillip Trent Julia Ann Tuck Tom Tyler Dale Van Sickel E. Alyn Warren Blue Washington Rita Waterhouse John Joseph Waterman Jr. Dan White Sarah Whitley Ernest Whitman Guy Wilkerson Zack Williams Phyllis Woodward John Wray,Drama History Romance War
